Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
-----------------------------------------------
                                 191             void std::__introsort_loop<__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, long, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::shared_ptr<hittable>, std::shared_ptr<hittable>)> >(__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, long, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::shared_ptr<hittable>, std::shared_ptr<hittable>)>) [82]
                0.00    0.01     255/255         void std::__sort<__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::shared_ptr<hittable>, std::shared_ptr<hittable>)> >(__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::shared_ptr<hittable>, std::shared_ptr<hittable>)>) [54]
[82]     1.6    0.00    0.01     255+191     void std::__introsort_loop<__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, long, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::shared_ptr<hittable>, std::shared_ptr<hittable>)> >(__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, long, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::shared_ptr<hittable>, std::shared_ptr<hittable>)>) [82]
                0.00    0.01     191/191         __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > > std::__unguarded_partition_pivot<__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::shared_ptr<hittable>, std::shared_ptr<hittable>)> >(__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::shared_ptr<hittable>, std::shared_ptr<hittable>)>) [83]
                0.00    0.00       1/1           void std::__partial_sort<__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::shared_ptr<hittable>, std::shared_ptr<hittable>)> >(__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::shared_ptr<hittable>, std::shared_ptr<hittable>)>) [157]
                0.00    0.00     637/1434        __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >::difference_type __gnu_cxx::operator-<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >(__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > > const&, __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > > const&) [450]
                                 191             void std::__introsort_loop<__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, long, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::shared_ptr<hittable>, std::shared_ptr<hittable>)> >(__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, long, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::shared_ptr<hittable>, std::shared_ptr<hittable>)>) [82]
-----------------------------------------------
                0.00    0.01     191/191         void std::__introsort_loop<__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, long, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::shared_ptr<hittable>, std::shared_ptr<hittable>)> >(__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, long, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::shared_ptr<hittable>, std::shared_ptr<hittable>)>) [82]
[83]     1.5    0.00    0.01     191         __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > > std::__unguarded_partition_pivot<__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::shared_ptr<hittable>, std::shared_ptr<hittable>)> >(__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::shared_ptr<hittable>, std::shared_ptr<hittable>)>) [83]
                0.00    0.01     191/191         __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > > std::__unguarded_partition<__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::shared_ptr<hittable>, std::shared_ptr<hittable>)> >(__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::shared_ptr<hittable>, std::shared_ptr<hittable>)>) [86]
                0.00    0.00     191/191         void std::__move_median_to_first<__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::shared_ptr<hittable>, std::shared_ptr<hittable>)> >(__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::shared_ptr<hittable>, std::shared_ptr<hittable>)>) [154]
                0.00    0.00     573/2548        __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >::operator+(long) const [429]
                0.00    0.00     191/1434        __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >::difference_type __gnu_cxx::operator-<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >(__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > > const&, __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > > const&) [450]
                0.00    0.00     191/191         __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >::operator-(long) const [615]
-----------------------------------------------
                0.01    0.00  495028/495028      std::unique_lock<std::mutex>::~unique_lock() [59]
[84]     1.5    0.01    0.00  495028         std::unique_lock<std::mutex>::unlock() [84]
                0.00    0.00  503367/503367      std::mutex::unlock() [140]
-----------------------------------------------
                0.00    0.01     255/255         void std::__sort<__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::shared_ptr<hittable>, std::shared_ptr<hittable>)> >(__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::shared_ptr<hittable>, std::shared_ptr<hittable>)>) [54]
[85]     1.5    0.00    0.01     255         void std::__final_insertion_sort<__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::shared_ptr<hittable>, std::shared_ptr<hittable>)> >(__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::shared_ptr<hittable>, std::shared_ptr<hittable>)>) [85]
                0.00    0.01     255/255         void std::__insertion_sort<__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::shared_ptr<hittable>, std::shared_ptr<hittable>)> >(__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::shared_ptr<hittable>, std::shared_ptr<hittable>)>) [113]
                0.00    0.01      31/31          void std::__unguarded_insertion_sort<__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::shared_ptr<hittable>, std::shared_ptr<hittable>)> >(__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::shared_ptr<hittable>, std::shared_ptr<hittable>)>) [114]
                0.00    0.00     255/1434        __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >::difference_type __gnu_cxx::operator-<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >(__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > > const&, __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > > const&) [450]
                0.00    0.00      62/2548        __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >::operator+(long) const [429]
-----------------------------------------------
                0.00    0.01     191/191         __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > > std::__unguarded_partition_pivot<__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::shared_ptr<hittable>, std::shared_ptr<hittable>)> >(__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::shared_ptr<hittable>, std::shared_ptr<hittable>)>) [83]
[86]     1.5    0.00    0.01     191         __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > > std::__unguarded_partition<__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::shared_ptr<hittable>, std::shared_ptr<hittable>)> >(__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::shared_ptr<hittable>, std::shared_ptr<hittable>)>) [86]
                0.00    0.01   10071/12419       bool __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::shared_ptr<hittable>, std::shared_ptr<hittable>)>::operator()<__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > > >(__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >) [71]
                0.00    0.00    5960/14430       __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >::operator--() [398]
                0.00    0.00    3920/7545        __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >::operator++() [407]
                0.00    0.00    1401/1402        bool __gnu_cxx::operator< <std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >(__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > > const&, __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > > const&) [451]
                0.00    0.00    1210/1401        void std::iter_swap<__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > > >(__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >) [453]
-----------------------------------------------
                0.00    0.01  242119/488164      Camera::ray_color(Ray const&, int, hittable_list const&) [12]
                0.00    0.01  246045/488164      hittable_list::hit(Ray const&, Interval, hit_record&) const [13]
[87]     1.4    0.00    0.01  488164         hit_record::~hit_record() [87]
                0.01    0.00  485531/591637      std::shared_ptr<Material>::~shared_ptr() <cycle 2> [322]
                0.00    0.00  947448/4106121     Vec3::~Vec3() [79]
-----------------------------------------------
                0.00    0.00    1547/3476        void std::__insertion_sort<__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::shared_ptr<hittable>, std::shared_ptr<hittable>)> >(__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::shared_ptr<hittable>, std::shared_ptr<hittable>)>) [113]
                0.00    0.01    1929/3476        void std::__unguarded_insertion_sort<__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::shared_ptr<hittable>, std::shared_ptr<hittable>)> >(__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::shared_ptr<hittable>, std::shared_ptr<hittable>)>) [114]
[88]     1.3    0.00    0.01    3476         void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__ops::_Val_comp_iter<bool (*)(std::shared_ptr<hittable>, std::shared_ptr<hittable>)> >(__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__ops::_Val_comp_iter<bool (*)(std::shared_ptr<hittable>, std::shared_ptr<hittable>)>) [88]
                0.00    0.01    8429/8429        bool __gnu_cxx::__ops::_Val_comp_iter<bool (*)(std::shared_ptr<hittable>, std::shared_ptr<hittable>)>::operator()<std::shared_ptr<hittable>, __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > > >(std::shared_ptr<hittable>&, __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >) [89]
                0.00    0.00    8429/9358        std::shared_ptr<hittable>::operator=(std::shared_ptr<hittable>&&) [165]
                0.00    0.00    3476/591637      std::shared_ptr<hittable>::~shared_ptr() <cycle 2> [362]
                0.00    0.00   16858/53868       __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >::operator*() const [366]
                0.00    0.00   11905/27360       std::remove_reference<std::shared_ptr<hittable>&>::type&& std::move<std::shared_ptr<hittable>&>(std::shared_ptr<hittable>&) [378]
                0.00    0.00    8429/14430       __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >::operator--() [398]
                0.00    0.00    3476/4322        std::shared_ptr<hittable>::shared_ptr(std::shared_ptr<hittable>&&) [409]
-----------------------------------------------
                0.00    0.01    8429/8429        void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__ops::_Val_comp_iter<bool (*)(std::shared_ptr<hittable>, std::shared_ptr<hittable>)> >(__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__ops::_Val_comp_iter<bool (*)(std::shared_ptr<hittable>, std::shared_ptr<hittable>)>) [88]
[89]     1.2    0.00    0.01    8429         bool __gnu_cxx::__ops::_Val_comp_iter<bool (*)(std::shared_ptr<hittable>, std::shared_ptr<hittable>)>::operator()<std::shared_ptr<hittable>, __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > > >(std::shared_ptr<hittable>&, __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >) [89]
                0.00    0.00   16858/84640       std::shared_ptr<hittable>::shared_ptr(std::shared_ptr<hittable> const&) [57]
                0.00    0.00    4238/11746       bvh_node::box_x_compare(std::shared_ptr<hittable>, std::shared_ptr<hittable>) [111]
                0.00    0.00    3358/6909        bvh_node::box_z_compare(std::shared_ptr<hittable>, std::shared_ptr<hittable>) [130]
                0.00    0.00     833/2262        bvh_node::box_y_compare(std::shared_ptr<hittable>, std::shared_ptr<hittable>) [152]
                0.00    0.00   16858/591637      std::shared_ptr<hittable>::~shared_ptr() <cycle 2> [362]
                0.00    0.00    8429/53868       __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >::operator*() const [366]
-----------------------------------------------
                0.00    0.00    1556/151772      sphere::sphere(Vec3 const&, Vec3 const&, double, std::shared_ptr<Material>) [150]
                0.00    0.01  150216/151772      sphere::hit(Ray const&, Interval, hit_record&) const [30]
[90]     1.2    0.00    0.01  151772         Ray::at(double) const [90]
                0.00    0.00  134207/654438      operator+(Vec3 const&, Vec3 const&) [38]
                0.00    0.00  151382/910190      operator*(double, Vec3 const&) [80]
                0.00    0.00  137160/4106121     Vec3::~Vec3() [79]
-----------------------------------------------
                0.00    0.01  672625/672625      std::_Function_handler<void (), Camera::render(hittable_list const&, char*)::{lambda()#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [92]
[91]     1.2    0.00    0.01  672625         std::_Function_base::_Base_manager<Camera::render(hittable_list const&, char*)::{lambda()#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [91]
                0.01    0.01  226976/451050      std::_Function_base::_Base_manager<Camera::render(hittable_list const&, char*)::{lambda()#1}>::_M_get_pointer(std::_Any_data const&) [65]
                0.00    0.00  470768/470768      std::_Function_base::_Base_manager<Camera::render(hittable_list const&, char*)::{lambda()#1}>::_M_destroy(std::_Any_data&, std::integral_constant<bool, false>) [324]
                0.00    0.00  223445/223445      void std::_Function_base::_Base_manager<Camera::render(hittable_list const&, char*)::{lambda()#1}>::_M_init_functor<Camera::render(hittable_list const&, char*)::{lambda()#1} const&>(std::_Any_data&, Camera::render(hittable_list const&, char*)::{lambda()#1} const&) [350]
-----------------------------------------------
                0.00    0.00  224875/664500      std::function<void ()>::function(std::function<void ()> const&) [136]
                0.00    0.01  439625/664500      std::_Function_base::~_Function_base() [67]
[92]     1.2    0.00    0.01  664500         std::_Function_handler<void (), Camera::render(hittable_list const&, char*)::{lambda()#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [92]
                0.00    0.01  672625/672625      std::_Function_base::_Base_manager<Camera::render(hittable_list const&, char*)::{lambda()#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [91]
-----------------------------------------------
[93]     1.2    0.01    0.00  591637+1324470 <cycle 2 as a whole> [93]
                0.01    0.00  148094             std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_release() <cycle 2> [105]
                0.00    0.00     485             sphere::~sphere() <cycle 2> [222]
                0.00    0.00  593284             std::__shared_count<(__gnu_cxx::_Lock_policy)2>::~__shared_count() <cycle 2> [310]
                0.00    0.00  492955             std::__shared_ptr<Material, (__gnu_cxx::_Lock_policy)2>::~__shared_ptr() <cycle 2> [319]
                0.00    0.00  486982             std::shared_ptr<Material>::~shared_ptr() <cycle 2> [322]
                0.00    0.00  100338             std::__shared_ptr<hittable, (__gnu_cxx::_Lock_policy)2>::~__shared_ptr() <cycle 2> [361]
                0.00    0.00   90470             std::shared_ptr<hittable>::~shared_ptr() <cycle 2> [362]
                0.00    0.00     511             std::_Sp_counted_ptr_inplace<bvh_node, std::allocator<bvh_node>, (__gnu_cxx::_Lock_policy)2>::_M_dispose() <cycle 2> [518]
                0.00    0.00     511             void std::allocator_traits<std::allocator<bvh_node> >::destroy<bvh_node>(std::allocator<bvh_node>&, bvh_node*) <cycle 2> [513]
                0.00    0.00     511             void __gnu_cxx::new_allocator<bvh_node>::destroy<bvh_node>(bvh_node*) <cycle 2> [499]
                0.00    0.00     511             bvh_node::~bvh_node() <cycle 2> [498]
